Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
15.73,100.0,3,5,Нет,8.29,77.23,4,Да,4,Средний,3,Обычная,Положительное,Умеренная,Нет,Высшее,0.1,Женский,100.0
21.03,90.61,4,2,Редко,8.73,86.04,4,Да,2,Высокий,3,Обычная,Положительное,Низкая,Нет,Среднее,0.34,Женский,100.0
10.92,82.05,4,4,Иногда,8.22,87.23,3,Да,1,Высокий,2,Частная,Положительное,Умеренная,Нет,Среднее специальное,2.05,Женский,100.0
16.84,91.97,3,3,Иногда,9.44,67.87,4,Да,3,Высокий,2,Обычная,Положительное,Высокая,Нет,Среднее,1.02,Женский,100.0
13.03,81.66,1,4,Нет,8.0,67.61,3,Да,2,Низкий,5,Обычная,Нейтральное,Высокая,Нет,Среднее,3.49,Женский,92.63
15.14,96.73,3,3,Редко,6.04,62.52,3,Да,2,Средний,3,Обычная,Отрицательное,Умеренная,Да,Среднее,0.15,Мужской,95.91
21.39,88.7,3,4,Редко,9.14,83.39,4,Да,0,Низкий,4,Частная,Нейтральное,Низкая,Да,Среднее,0.44,Мужской,100.0
15.96,83.93,3,5,Редко,6.77,92.39,3,Да,0,Низкий,4,Обычная,Положительное,Высокая,Нет,Высшее,0.71,Женский,100.0
15.23,89.48,3,5,Редко,8.59,71.22,4,Да,4,Высокий,3,Обычная,Нейтральное,Умеренная,Да,Высшее,1.97,Женский,100.0
8.2,69.29,5,5,Иногда,9.39,72.1,3,Да,1,Низкий,4,Обычная,Отрицательное,Высокая,Нет,Высшее,2.31,Мужской,100.0
18.73,73.73,2,2,Редко,8.05,92.6,3,Да,2,Высокий,2,Обычная,Положительное,Умеренная,Нет,Среднее специальное,0.27,Женский,100.0
18.23,73.06,3,4,Редко,5.7,81.07,1,Нет,1,Низкий,4,Обычная,Положительное,Низкая,Нет,Среднее,5.76,Мужской,96.79
25.82,86.43,3,2,Редко,6.4,80.23,1,Да,1,Высокий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее,0.83,Женский,100.0
13.46,100.0,3,3,Часто,9.09,60.71,3,Да,1,Низкий,4,Обычная,Нейтральное,Низкая,Нет,Среднее,2.5,Мужской,100.0
16.1,100.0,3,4,Часто,7.3,83.14,1,Да,2,Средний,2,Частная,Нейтральное,Умеренная,Нет,Среднее,1.49,Женский,100.0
16.25,91.38,2,3,Часто,7.6,63.85,2,Да,3,Низкий,4,Обычная,Отрицательное,Высокая,Нет,Среднее специальное,0.5,Женский,100.0
22.89,90.01,2,4,Редко,8.41,61.39,5,Да,2,Средний,2,Обычная,Положительное,Умеренная,Нет,Среднее специальное,3.74,Мужской,100.0
14.52,66.99,3,5,Нет,8.34,70.84,1,Да,1,Средний,4,Обычная,Нейтральное,Высокая,Нет,Среднее,3.41,Мужской,100.0
16.4,79.57,3,2,Редко,7.83,67.97,4,Да,1,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее,1.01,Женский,100.0
18.04,77.12,2,4,Редко,7.25,72.34,3,Да,2,Низкий,4,Обычная,Положительное,Умеренная,Нет,Среднее,1.78,Женский,100.0
15.93,78.79,4,3,Иногда,7.12,57.71,5,Да,1,Низкий,3,Частная,Нейтральное,Высокая,Нет,Среднее,0.6,Женский,100.0
12.77,83.32,3,2,Иногда,8.53,86.51,3,Нет,3,Низкий,3,Обычная,Нейтральное,Умеренная,Да,Среднее,2.34,Женский,98.39
15.97,80.28,3,2,Часто,8.16,88.53,3,Да,2,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Высшее,0.74,Мужской,100.0
20.37,65.21,4,5,Часто,7.19,51.63,4,Да,1,Высокий,5,Частная,Нейтральное,Умеренная,Нет,Среднее,3.72,Женский,100.0
9.87,92.48,2,5,Редко,8.8,86.74,3,Да,3,Высокий,1,Обычная,Нейтральное,Умеренная,Нет,Высшее,0.49,Женский,100.0
15.66,74.27,1,5,Иногда,7.35,65.27,4,Нет,3,Низкий,5,Обычная,Положительное,Низкая,Нет,Среднее,0.1,Женский,100.0
11.5,87.39,4,5,Редко,6.48,85.28,2,Да,4,Средний,4,Обычная,Нейтральное,Высокая,Нет,Среднее,0.63,Женский,100.0
20.98,100.0,3,3,Нет,6.59,74.18,5,Да,0,Средний,4,Обычная,Положительное,Высокая,Нет,Высшее,0.42,Женский,100.0
7.38,75.81,3,3,Иногда,6.33,75.35,3,Да,4,Низкий,3,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,1.42,Женский,100.0
12.21,59.7,4,4,Нет,7.17,72.78,3,Да,2,Средний,3,Обычная,Отрицательное,Умеренная,Нет,Среднее,0.46,Мужской,93.77
16.89,82.14,4,3,Редко,8.98,89.55,4,Нет,2,Средний,4,Обычная,Положительное,Умеренная,Нет,Высшее,2.88,Мужской,100.0
22.83,96.01,5,3,Редко,6.53,60.12,3,Да,0,Низкий,3,Обычная,Нейтральное,Умеренная,Да,Среднее,0.55,Женский,100.0
14.67,100.0,3,3,Иногда,7.73,82.29,5,Да,1,Низкий,3,Частная,Нейтральное,Умеренная,Нет,Среднее,2.45,Женский,100.0
12.22,72.7,3,4,Иногда,6.71,88.22,3,Да,4,Низкий,1,Обычная,Нейтральное,Высокая,Нет,Высшее,1.73,Женский,100.0
24.41,89.97,3,4,Редко,7.19,83.6,4,Да,2,Средний,2,Частная,Нейтральное,Умеренная,Нет,Высшее,8.57,Женский,100.0
7.76,80.35,2,2,Часто,5.69,95.0,2,Да,3,Низкий,4,Обычная,Положительное,Низкая,Нет,Среднее,10.0,Мужской,95.41
5.0,83.94,3,3,Редко,7.24,68.65,5,Да,2,Низкий,4,Обычная,Отрицательное,Высокая,Нет,Среднее,4.07,Женский,100.0
17.2,100.0,2,4,Редко,7.27,86.49,4,Да,7,Средний,3,Обычная,Нейтральное,Умеренная,Нет,Высшее,2.85,Мужской,100.0
12.49,69.97,5,4,Иногда,8.15,73.73,2,Да,2,Низкий,2,Обычная,Нейтральное,Высокая,Нет,Среднее,0.98,Мужской,100.0
9.89,87.54,3,3,Иногда,7.77,89.8,2,Нет,3,Низкий,3,Частная,Положительное,Низкая,Нет,Среднее,2.8,Мужской,100.0
18.54,89.68,3,4,Часто,6.06,74.91,3,Да,0,Высокий,3,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,6.28,Женский,100.0
16.22,95.86,3,1,Редко,8.8,70.35,5,Да,2,Низкий,3,Обычная,Отрицательное,Высокая,Нет,Высшее,0.1,Мужской,100.0
12.18,85.98,1,3,Иногда,7.75,90.67,3,Да,3,Средний,4,Обычная,Нейтральное,Низкая,Нет,Среднее,1.54,Женский,100.0
8.6,88.08,1,4,Иногда,7.74,69.1,3,Да,3,Средний,4,Обычная,Отрицательное,Высокая,Да,Высшее,0.49,Мужской,100.0
19.36,81.08,3,4,Часто,7.49,58.05,1,Да,3,Средний,2,Обычная,Нейтральное,Высокая,Нет,Среднее специальное,1.63,Мужской,100.0
18.25,87.69,1,3,Нет,6.88,68.8,3,Да,3,Средний,4,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,1.26,Женский,100.0
14.5,81.57,3,4,Иногда,7.76,82.43,4,Да,1,Низкий,3,Обычная,Нейтральное,Низкая,Нет,Высшее,1.71,Женский,100.0
24.23,91.22,4,4,Иногда,8.07,91.7,5,Да,2,Высокий,4,Обычная,Отрицательное,Умеренная,Нет,Высшее,1.6,Мужской,100.0
9.65,81.3,4,4,Редко,5.4,76.33,4,Нет,2,Средний,2,Обычная,Нейтральное,Высокая,Нет,Среднее,6.44,Мужской,97.77
7.37,88.77,3,4,Редко,6.85,90.82,5,Да,1,Высокий,4,Обычная,Положительное,Умеренная,Да,Среднее,1.61,Женский,100.0
11.54,84.71,2,4,Редко,7.19,58.7,4,Да,1,Средний,3,Обычная,Положительное,Умеренная,Нет,Высшее,3.74,Мужской,100.0
14.77,96.26,4,3,Иногда,7.81,69.68,1,Нет,3,Высокий,3,Частная,Отрицательное,Умеренная,Нет,Среднее специальное,0.77,Женский,100.0
16.22,84.49,4,2,Часто,8.93,71.54,3,Да,4,Средний,1,Обычная,Нейтральное,Низкая,Нет,Среднее специальное,1.15,Мужской,100.0
13.79,67.27,2,3,Иногда,6.57,73.63,4,Да,1,Высокий,2,Частная,Нейтральное,Высокая,Нет,Среднее специальное,1.27,Мужской,100.0
16.76,97.62,4,3,Иногда,6.9,76.01,5,Да,0,Средний,2,Частная,Положительное,Высокая,Нет,Высшее,0.65,Мужской,100.0
8.74,75.94,2,4,Иногда,6.88,83.29,5,Да,2,Средний,3,Частная,Отрицательное,Высокая,Нет,Высшее,0.96,Женский,100.0
22.22,78.46,4,4,Нет,6.54,69.66,2,Да,1,Средний,2,Частная,Положительное,Умеренная,Да,Высшее,1.83,Женский,100.0
14.59,79.04,5,3,Редко,7.08,76.67,2,Да,2,Высокий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,1.74,Мужской,100.0
20.59,98.74,1,1,Редко,8.42,74.46,2,Да,3,Высокий,1,Частная,Нейтральное,Низкая,Да,Среднее,2.02,Женский,100.0
16.71,63.64,4,3,Редко,6.24,63.89,5,Да,2,Средний,4,Частная,Положительное,Умеренная,Нет,Среднее специальное,0.87,Женский,100.0
17.28,100.0,3,3,Нет,8.01,73.64,5,Да,0,Средний,2,Частная,Положительное,Умеренная,Нет,Среднее специальное,0.76,Женский,100.0
17.85,95.56,5,4,Иногда,5.46,73.28,4,Да,1,Низкий,5,Частная,Положительное,Высокая,Нет,Среднее специальное,1.89,Мужской,100.0
17.24,87.23,3,1,Редко,6.83,73.02,3,Да,1,Средний,5,Частная,Нейтральное,Высокая,Нет,Среднее специальное,0.29,Мужской,100.0
18.21,84.45,4,4,Редко,7.1,75.38,4,Да,0,Низкий,3,Обычная,Нейтральное,Высокая,Нет,Среднее,0.58,Женский,100.0
21.65,87.86,1,5,Редко,9.51,75.91,3,Да,4,Средний,4,Обычная,Нейтральное,Высокая,Нет,Среднее специальное,0.1,Мужской,100.0
15.98,90.21,3,2,Нет,7.17,69.81,3,Да,1,Высокий,1,Обычная,Нейтральное,Высокая,Нет,Среднее специальное,0.15,Мужской,100.0
18.55,91.45,1,3,Часто,4.86,90.27,4,Да,2,Низкий,5,Обычная,Нейтральное,Низкая,Нет,Высшее,0.56,Женский,100.0
14.55,90.56,5,2,Часто,5.1,60.97,1,Да,0,Средний,3,Частная,Нейтральное,Высокая,Нет,Среднее специальное,0.1,Мужской,99.33
22.2,85.9,4,4,Иногда,7.54,66.35,2,Да,4,Средний,1,Частная,Отрицательное,Умеренная,Нет,Среднее,0.56,Мужской,100.0
11.62,83.03,4,4,Нет,8.24,95.0,5,Нет,0,Низкий,3,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,2.13,Мужской,100.0
24.0,83.49,5,3,Иногда,7.95,62.54,4,Да,1,Средний,2,Обычная,Положительное,Низкая,Да,Высшее,0.13,Женский,100.0
14.8,83.05,1,4,Часто,7.7,58.75,3,Да,2,Средний,3,Частная,Положительное,Умеренная,Нет,Среднее специальное,1.15,Мужской,100.0
7.85,96.34,3,5,Иногда,8.89,83.81,4,Да,3,Низкий,4,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,4.89,Женский,100.0
15.64,90.94,1,2,Нет,6.85,50.07,3,Нет,1,Высокий,3,Частная,Нейтральное,Умеренная,Нет,Среднее специальное,3.13,Женский,100.0
11.59,55.6,2,1,Иногда,8.57,72.18,4,Да,2,Высокий,3,Частная,Отрицательное,Умеренная,Нет,Среднее,0.73,Женский,100.0
19.2,91.56,2,5,Часто,5.54,95.0,4,Да,4,Низкий,2,Обычная,Положительное,Высокая,Нет,Высшее,5.18,Мужской,100.0
11.74,86.95,3,4,Иногда,6.41,56.46,4,Да,6,Низкий,3,Обычная,Нейтральное,Высокая,Нет,Среднее,0.8,Мужской,100.0
12.77,84.81,2,5,Иногда,5.33,51.22,4,Да,0,Средний,2,Обычная,Положительное,Умеренная,Нет,Среднее специальное,0.15,Женский,100.0
5.55,81.11,2,4,Редко,7.17,57.01,2,Нет,1,Средний,4,Обычная,Положительное,Умеренная,Нет,Среднее,10.0,Мужской,98.58
12.74,96.24,2,5,Иногда,7.44,85.78,3,Да,1,Низкий,2,Обычная,Нейтральное,Низкая,Нет,Среднее,4.08,Женский,100.0
5.0,94.48,2,3,Нет,7.64,88.5,3,Да,2,Низкий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,1.25,Женский,100.0
7.08,77.27,5,4,Иногда,7.57,68.85,3,Да,0,Средний,3,Обычная,Положительное,Низкая,Нет,Среднее специальное,2.2,Женский,100.0
18.8,89.07,4,5,Нет,6.39,83.2,4,Да,3,Высокий,3,Частная,Отрицательное,Высокая,Да,Высшее,2.22,Мужской,100.0
18.93,75.28,5,4,Редко,7.27,91.68,3,Да,5,Средний,4,Обычная,Нейтральное,Умеренная,Нет,Высшее,0.43,Женский,100.0
17.13,71.2,3,2,Редко,5.7,95.0,2,Да,1,Средний,3,Обычная,Положительное,Низкая,Нет,Высшее,0.45,Мужской,100.0
10.17,78.73,2,3,Иногда,9.14,72.04,3,Да,4,Высокий,3,Обычная,Нейтральное,Умеренная,Нет,Среднее специальное,1.27,Мужской,100.0
14.76,93.62,4,2,Нет,7.14,47.38,5,Да,2,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее специальное,4.85,Женский,100.0
14.98,94.53,3,3,Иногда,6.91,65.15,2,Да,2,Средний,3,Обычная,Положительное,Умеренная,Нет,Среднее специальное,0.1,Женский,100.0
9.21,90.13,2,3,Иногда,9.41,69.88,4,Да,3,Средний,3,Обычная,Положительное,Низкая,Нет,Среднее специальное,3.05,Женский,100.0
22.52,92.25,2,4,Нет,6.01,71.89,3,Да,2,Высокий,3,Обычная,Нейтральное,Высокая,Нет,Среднее специальное,0.12,Женский,100.0
19.39,90.16,2,4,Нет,6.15,72.75,1,Да,4,Средний,4,Обычная,Нейтральное,Низкая,Нет,Высшее,1.3,Женский,100.0
13.9,78.59,2,3,Нет,6.18,88.43,3,Да,2,Высокий,1,Обычная,Отрицательное,Низкая,Нет,Среднее,2.03,Мужской,97.95
15.13,89.32,3,4,Часто,7.42,90.29,4,Да,7,Средний,3,Обычная,Положительное,Низкая,Нет,Высшее,2.32,Мужской,100.0
16.04,93.0,3,2,Иногда,8.02,72.94,4,Да,1,Средний,2,Частная,Положительное,Умеренная,Нет,Среднее,0.12,Женский,100.0
5.0,92.54,1,2,Редко,8.39,88.18,5,Да,2,Низкий,2,Обычная,Нейтральное,Низкая,Нет,Среднее,1.08,Мужской,97.48
13.76,96.89,2,2,Нет,10.0,79.29,3,Да,3,Средний,3,Частная,Нейтральное,Низкая,Нет,Среднее,1.75,Женский,100.0
11.59,92.08,4,4,Иногда,4.8,75.77,1,Да,1,Средний,4,Обычная,Отрицательное,Умеренная,Нет,Среднее специальное,0.14,Мужской,100.0
9.99,88.51,2,3,Часто,8.23,85.88,5,Да,1,Низкий,4,Обычная,Положительное,Умеренная,Нет,Среднее,0.29,Мужской,100.0
13.59,95.7,3,3,Часто,6.83,75.87,3,Да,3,Средний,2,Обычная,Положительное,Низкая,Нет,Высшее,2.18,Мужской,100.0
23.99,84.73,4,3,Иногда,6.8,95.0,4,Нет,2,Низкий,3,Обычная,Положительное,Умеренная,Да,Высшее,1.47,Женский,100.0
18.2,76.18,2,5,Нет,6.76,57.74,4,Да,1,Высокий,3,Частная,Положительное,Умеренная,Нет,Среднее специальное,0.35,Женский,100.0
12.14,83.37,1,1,Нет,6.41,68.82,3,Нет,4,Низкий,2,Частная,Положительное,Низкая,Нет,Среднее специальное,1.53,Мужской,90.92
17.86,77.55,3,4,Нет,9.52,73.48,4,Да,2,Высокий,4,Обычная,Положительное,Умеренная,Нет,Высшее,4.88,Мужской,100.0
